"ID","Structure of SMILES [idcode]","SMILES","DB","Total Molweight","cLogP","H-Acceptors","H-Donors","Polar Surface Area","Rotatable Bonds"
"100NatUV","ff}AP@@TDfjTwOK{Jv|eGMAAET@QP@@@","COC1=CC(=CC(=C1O)OC)CCC2=CC(=C(C=C2)O)OC","Nat-UV","304.341","2.9596","5","2","68.15","6"
"101NatUV","ffcAP@@TdfnRJZJZJIZHphRkAcf``H@`Hh@@@","COC1=C(C(=C2C(=C1)C=CC3=C2C=CC(=C3OC)O)OC)O","Nat-UV","300.309","3.147","5","2","68.15","3"
"102NatUv","flu@P@@DLgHhhhdeeBefRuXLViZjP@j@@@","COC1=CC(=O)C2=C(C1=O)CCC3=C2C=CC(=C3)O","Nat-UV","256.256","1.452","4","1","63.6","1"
"103NatUV","fbu@P@@TBeJ[guYVW`oQhHBh@b`@@","COC1=C(C=C(C=C1)CCC2=CC(=CC(=C2)OC)O)O","Nat-UV","274.315","3.0296","4","2","58.92","5"
"104NatUV","fbm@P@@TegIEMEMEDmDRIU`qSPQDAQAD@@@","COC1=C(C(=C2C(=C1)CCC3=C2C=CC(=C3)O)OC)O","Nat-UV","272.299","2.9602","4","2","58.92","2"
"105NatUV","fbm@P@@TegIEMEMEDmDRIU`qSPPD@PA@@@@","COC1=C(C(=C2C(=C1)C=CC3=C2C=CC(=C3)O)OC)O","Nat-UV","270.283","3.217","4","2","58.92","2"
"106NatUV","fdeA`@@\beMkNmklEhw`t@QT@DP@@","COC1=CC2=C(C3=C(CC2)C=C(C=C3)O)C(=C1)O","Nat-UV","242.273","3.0302","3","2","49.69","1"
"107NatUV","fdyA`@@\CdbfRbJTRTXKtZ@Hj@H@@@","COC1=CC(=CC(=C1)O)CCC2=CC(=CC=C2)O","Nat-UV","244.289","3.0996","3","2","49.69","4"
"108NatUV","ehZPH@@@LbbdRebTJTfbqbrdTxDTtLlBbJZjjjjjjjjjjZjnHDHeIyHdTnh@@","C[C@@]12[C@](CC[C@@H]2[C@H](C)CCC(C)(C(C)=C)C)(C)C3CCC4C(C)(C)[C@@H](O)CC[C@]4(C5)[C@]35CC1","Nat-UV","454.78","8.9023","1","1","20.23","5"
"109NatUV","ehZPH@@@LbbdRebTJTfbqbrdTxDTtLlBbJZZjjjjjjjjjZjaBHHeIYOIDbeu@@","C[C@H](CCC(C)(C)C(=C)C)[C@H]1CC[C@@]2([C@@]1(CC[C@]34[C@H]2CC[C@@H]5[C@]3(C4)CCC(=O)C5(C)C)C)C","Nat-UV","452.764","9.046","1","0","17.07","5"
"10NatUV","dazL@BAFR[nZjdrT`@","C[C@H]([C@@H](C(=O)O)N)O","Nat-UV","119.119","-3.5585","4","3","83.55","2"
"111NatUV","ff}AP@@TxfnRJZJIUIQISHRhyhHbJ`BJ@@@","COC1=CC(=CC(=C1OC)O)CCC2=CC(=C(C=C2)O)OC","Nat-UV","304.341","2.9596","5","2","68.15","6"
"112NatUV","ffcAP@@TUxnRJZJIQQVJEDVgQSf``J@H@h@@@","COC1=CC2=CC(=C(C(=C2C3=C1C=CC=C3O)OC)OC)O","Nat-UV","300.309","3.147","5","2","68.15","3"
"113NatUV","fbm@P@@TUgIEMEDhhkEbKS`qSPQE@QAD@@@","COC1=C(C=C2CCC3=C(C2=C1OC)C=CC(=C3)O)O","Nat-UV","272.299","2.9602","4","2","58.92","2"
"114NatUV","didL@@pTee^fZZi@@","C1=C(OC(=C1)C=O)CO","Nat-UV","126.111","0.2383","3","1","50.44","2"
"115NatUV","f`a@p@@XDkUldTbRbRqsIUUUUUQHPdXiP@","CCCCO[C@]1([C@H]([C@@H]([C@@H](CO1)O)O)O)CO","Nat-UV","236.263","-0.9382","6","4","99.38","5"
"116NatUV","flyAP@@HykvQQIZYJIJHdhuMSUSUXIFQT@@","CCCC[C@@H](/C=C[C@@H]([C@@H]1C=CC(=O)O1)O)OC(=O)C","Nat-UV","268.308","1.3987","5","1","72.83","8"
"117NatUV","fncA`@@TedTbbabbrrdtoE^cUUUUTuTtrBQLQbxeJGd","C/C(=C/C[C@@H]1[C@]2(CCCC([C@@H]2[C@H]([C@@H]([C@@]1(C)O)O)O)(C)C)C)/C=C","Nat-UV","322.487","3.911","3","3","60.69","3"
"118NatUV","fe{@P@@HykHhmEEMHhiMgeEHpRmUUUUUUMM@aU@","C/C(=C/CC1C2(CCCC(C2C(C(C1(C)O)O)OC(=O)C)(C)C)C)/C=C","Nat-UV","364.524","4.3956","4","2","66.76","5"
"119NatUV","ffc@p@@Dd[M\bbbbTRabJRKIVBdkTaTP@DT@@@","COC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O","Nat-UV","300.265","2.2638","6","3","96.22","2"
"11NatUV","foAP`@BZ@aInvYWejsfjiB@bFH@","C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N","Nat-UV","204.228","-1.5098","4","3","79.11","3"
"120NatUV","fak@P@@H[wHhedeHhiiDYXRchyjuMUUUURuQAJRUCP@","C[C@@H]1CC[C@]2([C@@H]([C@@]1(C)CCC3=CC(=O)OC3)CCC=C2C(=O)O)C","Nat-UV","332.438","3.1477","4","1","63.6","4"
"121NatUV","fnk@P@@N}WHhdheiDhduDjLu[tZmZZjjfjZZjeHrBViF@@","C[C@@H]1CC[C@@H]2[C@@H]([C@@]13C[C@@H](OC3=O)C4=COC=C4)CC(=O)C=C2C","Nat-UV","314.38","2.6194","4","0","56.51","1"
"122NatUV","fig@p@@N}Uh|bbRbVdRbSTTQhsUoQ[uijjjZjVjj@@","CC1CCC2C(C13CC(OC3=O)C4=CC(OC4=O)O)CC(=O)C=C2C","Nat-UV","346.378","1.1101","6","1","89.9","1"
"123NatUV","fnsAp@@Dd[IVyEEEDheCDTeJrU`ijuHUD@AQP@@@","COC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O","Nat-UV","316.264","1.9181","7","4","116.45","2"
"124NatUV","ebQPI@@@ACLfaecklbbbbbbbvvTJbfRtLRWFbgcdWTrNKPAAPDUUUTp@PPqh`hUJeuId@@","CC1=CC2=C(C(=C1)O)C(=O)C3=C([C@@H]2[C@@H]4[C@H]([C@@H]([C@@H]([C@H](O4)OC(=O)C5=CC=CC=C5)O)O)O)C=CC=C3O","Nat-UV","492.479","2.0951","9","5","153.75","4"
"125NatUV","figAP@@H]ENQSRJKRKREIXjRu[vZejuUUUUTuUUXqNRt@@","CC(C)C12C=C3[C@@H](O)CC4[C@](C)(C(O)=O)CCC[C@]4(C)C3(OO2)CC1","Nat-UV","350.453","2.9604","5","2","75.99","2"
"126NatUV","fewAP@@\ux^QQQJJJZNIJZQMbiNcdmV`hJ``bjjA`r`@","CC1(C=CC2=C(O1)C3=C(C4=C(CC(CC4=O)(C)O)C=C3C=C2OC)O)C","Nat-UV","354.401","3.5169","5","2","75.99","1"
"127NatUV","dg\D@@QIe[uVnZffjjBh@","CCCCCC=CC1CC=CC(=O)O1","Nat-UV","194.273","2.8453","2","0","26.3","5"
"128NatUV","ekTtF@@Li`NEAYU\dTTTRbRVVTrRTLTTRVRJRrd\LBrZ~qQYiyh@``bJjjhJ@H@jhJACqUP@","CN1CCC2=CC(=C(C=C2[C@H]1CC3=CC=C(C=C3)OC)OC4=C(C=CC(=C4)C[C@@H]5C6=CC(=C(C=C6CCN5C)OC)O)O)OC","Nat-UV","610.748","6.1436","8","2","83.86","9"
"129NatUV","eg\tF@@Li`NEAYU\dTTTRbRVVTrRTLTTRVRJRRTca`VSWvJKMOM@DDDQUUUAPA@EUPTBGdjP@","CN1CCC2=CC(OC)=C(OC3=C(O)C=CC(C[C@H]4C5=CC(OC)=C(OC)C=C5CCN4C)=C3)C=C2[C@@H]1CC6=CC=C(OC)C=C6","Nat-UV","624.775","6.4193","8","1","72.86","10"
"12NatUV","dknL@BACR[me]]Zj@BHr@@","O=C(O)[C@@H](N)CC1=CC=C(O)C=C1","Nat-UV","181.19","-1.8949","4","3","83.55","3"
"130NatUV","fnsa`@C@hwIEMDdlhdcDenRLxmZBBJjh@HbBd@","CN1CCC2=CC(=C(C=C2[C@H]1CC3=CC=C(C=C3)O)OC)OC","Nat-UV","313.396","3.1688","4","1","41.93","4"
"131NatUV","ffc``@M@JeMkZv|kkNJtgM@AUU@AQDID@@","CN1C(CC2=CC=C(OC)C=C2)C3=C(C=C(OC)C=C3)CC1","Nat-UV","297.397","3.5145","3","0","21.7","4"
"132NatUV","edVPB@@@DKH\bfdTRTTaTvTJtfVdtabcdQPtussUUTuUUUUUUUUBXHaBHrNRJ]Iy@@","C[C@@H]1CC[C@]2(C(O)=O)CC[C@]3(C)C([C@]2([H])[C@@]1(O)C)=CCC4[C@@]3(C)CCC5[C@]4(C)CC[C@H](O)C5(C)C","Nat-UV","472.707","5.1787","4","3","77.76","1"
"133NatUV","ebYPB@@@D@T\bbTbbRTRLabUdrtfJaE@fa`WdWPqusUUUUUUUUUUSUU\XHbTHRVQiWH@","CC1(C)CC[C@]23CC[C@]4(C)[C@]([C@]2([H])C1)(OC3=O)C([H])CC5[C@@]4(C)CCC6[C@]5(C)CC[C@H](OC(C)=O)C6(C)C","Nat-UV","498.745","6.2597","4","0","52.6","2"
"133NatUV","el^PB@@@DGD\bbTfbRbdJfraVdrtfTlt|RjfV^~ZjjijjjjjjjjjDpUBdUd|bTFWr@@","C[C@@H]1CC[C@@]2(CC[C@@]3(C([C@@]2([C@]1(C)O)[H])=CCC4[C@]3(CCC5[C@@]4(CC[C@@H](C5(C)C)O)C)C)C)C(OC)=O","Nat-UV","486.734","5.6066","4","2","66.76","2"
"134NatUV","ebQPB@@@D@T\bfdTRTQTTReVdrtfJdabegfWPqusUUTuUUUUUUSUUQ`cIyFe]@@","CC(=O)O[C@@H]1CC[C@]2(C(C1(C)C)CC[C@@]3(C2CC=C4[C@]3(CC[C@@]5(C4CC(CC5)(C)C)C(=O)O)C)C)C","Nat-UV","498.745","6.5489","4","1","63.6","3"
"134NatUV","ehVPL@@@D@\bbTbbRTRLabUdrtfHhDtLB|bzFNnZjjjjjjjjjjjkcADRaBRrMJy@@","CC1(CC[C@]23CC[C@@]4([C@](OC3=O)(C(CC5[C@]4(CCC6[C@@]5(CC[C@H](O)C6(C)C)C)C)[H])[C@@]2(C1)[H])C)C","Nat-UV","456.708","5.7751","3","1","46.53","0"
"134NatUV","el^PB@@@MgolbbdRebTLRdJttTbbqxDLlbRZzNAZjjjjjjjjijjZxDUd|eTzPrN`@","C[C@@H]1CC[C@@]2(CC[C@@]3(C([C@@]2([C@]1(C)O)[H])=CCC4[C@]3(CCC5[C@@]4(CCC(C5(C)C)=O)C)C)C)C(OC)=O","Nat-UV","484.718","5.7503","4","1","63.6","2"
"135NatUV","ed^PLH@BOHPLSHhiDeHhdhleIbheyMqHHXXdUMTM\}UUUUSUUUUUUUUpaJDqIHYGD|`@","CC1(CC[C@]23CC[C@@]4([C@](OC3=O)(C(CC5[C@]4(CCC6[C@@]5(CC[C@H](O)C6(C)C)C)C)Br)[C@@]2(C1)[H])C)C","Nat-UV","535.604","6.1911","3","1","46.53","0"
"135NatUV","el^PB@@@DGD\bbTfbRbdJfraVdrtfTlt|RjfV^~ZjjijjjjjjjjjxpUBdUd|bTFP@","C[C@@H]1CC[C@@]2(CC[C@@]3(C([C@@]2([C@]1(C)O)[H])=CCC4[C@]3(CCC5[C@@]4(CCC(O)C5(C)C)C)C)C)C(OC)=O","Nat-UV","486.734","5.6066","4","2","66.76","2"
"137NatUV","edVPB@@@D@X\bfdTRTQTTReVdrtbTabegfWPqusUUTuUUUUUUUURXHaFSrYQiCPyWH@","C[C@@]12CC[C@@H]3[C@@]([C@H]1CC=C4[C@]2(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)(C[C@H]([C@@H](C3(C)C)O)O)C","Nat-UV","472.707","5.2122","4","3","77.76","1"
"138NatUV","ebQPI@@@ACLfaecklbbbbbbbvvTJbfRtLRWFbgcdWTrNKPAAPDUUUTp@PPqi@hUJeuId@@","CC1=CC2=C(C(=C1)O)C(=O)C3=C([C@H]2[C@@H]4[C@H]([C@@H]([C@@H]([C@H](O4)OC(=O)C5=CC=CC=C5)O)O)O)C=CC=C3O","Nat-UV","492.479","2.0951","9","5","153.75","4"
"139NatUV","flu@P@@BLGHhhhhhhlcnJuytV`BH`Dh@@@","CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O","Nat-UV","254.24","2.6859","4","2","74.6","0"
"13NatUV","dazD@BADf{fjjL`@","CC([C@H](N)C(O)=O)C","Nat-UV","117.147","-2.3184","3","2","63.32","2"
"140NatUv","eghPH@@@LbbRfTRrTtRLVTTUGDfcgdVUUMUUUUUUUUTdBxTbtUd|TRJ`r@@","CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C","Nat-UV","414.715","7.8552","1","1","20.23","6"
"141NatUV","fbmAP@@BLENQQQQQQQYG[bm^]Eh@bHAJ`@@","CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O","Nat-UV","270.239","2.3402","5","3","94.83","0"
"142NatUv","dclL@@STfUmVfeVi@B`@@","C1=CC(=CC2=C1C=CC(=O)O2)O","Nat-UV","162.144","1.1517","3","1","46.53","0"
"143NatUV","fmgAP@@HCe^QQYRJKRIJGHjKZmzKUUUUUTtuTRbeMSr`u@","C/C(=C/CO)/CCC1C(=C)[C@@H](CC2[C@@]1(C[C@H](C[C@]2(C)COC(=O)C)O)C)O","Nat-UV","380.523","3.5249","5","3","86.99","7"
"144NatUV","fg@p@@HSMY|bbrTVTTTfbUdVJgluZuSUTuUUUTuDLgHjjhTP","C/C(=C/COC(=O)C)/CCC1C(=C)[C@@H](CC2[C@@]1(C[C@H](C[C@]2(C)COC(=O)C)O)C)O","Nat-UV","422.56","4.0095","6","2","93.06","9"
"145NatUV","ehTPN@@@DJfmkolbbtTVbTRdVvTVtQTdTBrZjZjjjjfijZbBHhcEdhFd","C/C(=C/COC(=O)C)/CCC1C(=C)[C@@H](CC2[C@@]1(C[C@H](C[C@]2(C)COC(=O)C)O)C)OC(=O)C","Nat-UV","464.597","4.4941","7","1","99.13","11"
"146NatUV","fmgAP@@HCe^QQYRJKRIJGHjKZmzKUUUUUTtttRbeMSr`u@","C/C(=C/C=O)/CCC1C(=C)[C@@H](CC2[C@@]1(C[C@H](C[C@]2(C)COC(=O)C)O)C)O","Nat-UV","378.507","3.3126","5","2","83.83","7"
"147NatUV","fmgAP@@NsU^QQIRJISYIKJZGTX[sUUUUSULuU`diOJCT","C/C(=C/CO)/CCC1C(=C)[C@@H](CC2[C@@]1(CC(=O)C[C@]2(C)COC(=O)C)C)O","Nat-UV","378.507","3.6686","5","2","83.83","7"
"148NatUV","fikAP@@HCgnQQYRJKRIJGHjZmzKUUUUUTtuDhiST|`@","CC(=O)CCC1C(=C)[C@@H](CC2[C@@]1(C[C@H](C[C@]2(C)COC(=O)C)O)C)O","Nat-UV","352.469","2.59","5","2","83.83","6"
"149NatUV","fas@P@@IswHhhmDheHmlh\se`uMUUUUSUQHKde@p@","C=C1[C@@H](O)CC2[C@](C)(CO)C[C@@H](O)C[C@@]2(C)C1CC/C(C)=C(CO)/[H]","Nat-UV","338.486","3.0403","4","4","80.92","5"
"14NatUV","eMHAIh@","CCO","Nat-UV","46.0686","0.0505","1","1","20.23","0"
"150NatUV","ebZPA@@@DJfcg`T\bbtTVbTRdVvTRVbbZdb`VSUSUUUUTuSMSTPQEDXle@t`","C/C(=C/COC(=O)C)/CCC1C(=C)[C@@H](CC2[C@@]1(C[C@H](C[C@]2(C)COC(=O)C)OC(=O)C)C)OC(=O)C","Nat-UV","506.633","4.9787","8","0","105.2","13"
"151NatUv","fmgAP@@HCe^QQYRJKRIJGHjKZmzKUUUUUTtttRbeMSr@@","C/C(=CC=O)/CCC1C(=C)[C@@H](CC2[C@@]1(C[C@H](C[C@]2(C)COC(=O)C)O)C)O","Nat-UV","378.507","3.3126","5","2","83.83","7"
"152NatUV","ehTPN@@@GLjekolbbRdTRfrRVTRabjThXL|ZjjjjZiifjZlBIQOEAt`","C/C(=C/COC(=O)C)/CCC1C(=C)[C@@H](CC2[C@@]1(CC(=O)C[C@]2(C)COC(=O)C)C)OC(=O)C","Nat-UV","462.581","4.6378","7","0","95.97","11"
"153NatUv","ecpEF@JMCHTQUS[^pIABPpdByBnP[dLbdLbTTrrttVbTRdVvTRVbblbRbdTr{`USQwr~}UU@pQSUUUUTuSMUTES@EAGdZPr~TBJ@","C/C(CCC1C([C@H](OC(C(C(F)(F)F)(OC)C2=CC=CC=C2)=O)CC3[C@]1(C)C[C@H](C[C@@]3(COC(C)=O)C)OC(C(C(F)(F)F)(OC)C4=CC=CC=C4)=O)=C)=C([H])/COC(C)=O","Nat-UV","854.875","8.7197","10","0","123.66","21"
"154NatUV","ejqpNF@JM@TZ^YPIABPpdOY@NPcdLbdLbTTrtVbLRbTbvrbTLtaTTfU\bJjv^sKjjhFBajjjjjZYjhJ`BaBi]H@","CC(CCC1C(C(C(C(OC)(C2=CC=CC=C2)C(F)(F)F)=O)CC3[C@]1(C)CC(C(C(C4=CC=CC=C4)(C(F)(F)F)OC)=O)C[C@@]3(COC(C)=O)C)=C)=O","Nat-UV","752.786","7.3766","7","0","95.97","16"
"155NatUV","ebZPA@@@DJfcg`T\bbtTVbTRdVvTRVbbZdb`VSUSUUUUTuSMSTPPeHYLh@@","C[C@@]1(COC(C)=O)C[C@@H](OC(C)=O)C[C@]2(C)C1C[C@H](OC(C)=O)C(C2CC/C(C)=C(COC(C)=O)/[H])=C","Nat-UV","506.633","4.9787","8","0","105.2","13"
"156NatUV","ecWPC@@@IMKDbieh\YU\bbbdTTUjbbffRbJbTTLtRcBeSQMKSUTuPQATuSSUTld@@@","CCCC(=O)C1=C(C(=C(C(=C1O)CC2=C(C(C(=O)C(=C2O)C(=O)C)(C)C)O)O)CC3=C(C(C(=O)C(=C3O)C(=O)C)(C)C)O)O","Nat-UV","612.626","2.3187","12","7","226.96","9"
"157NatUV","egPpC@@@AECBfmclZ]S\bbbbbbVftJbafRbJbTTLtRcDgPsOKSMSUTEDESULuMTtP@@","OC1=C(CC2=C(O)C(C)(C)C(O)=C(C(C)=O)C2=O)C(O)=C(C(CCC)=O)C(O)=C1CC3=C(O)C(C)(C)C(O)=C(C(CCC)=O)C3=O","Nat-UV","640.68","3.2275","12","7","226.96","11"
"158NatUV","e`XPA@@@IMKBfmclbbbdTTUvRfbffReSBgPsSUTuUADEST`@@","CCCC(=O)C1=C(C(=C(C(=C1O)CC2=C(C(C(=O)C(=C2O)C(=O)CCC)(C)C)O)O)C)O","Nat-UV","446.494","3.1133","8","5","152.36","8"
"159NatUV","fg@H@@RuYIYkrJJJQQQVjJJZYJULUUkSUTuPQATuH@@","CCCC(=O)C1=C(C(=C(C(=C1O)CC2=C(C(C(=O)C(=C2O)C(=O)C)(C)C)O)O)C)O","Nat-UV","418.44","2.2045","8","5","152.36","6"
"15NatUV","gCi@LDej@@","C(CO)N","Nat-UV","61.0836","-1.274","2","2","46.25","1"
"160NatUV","ehTPA@@@IMKBfcklbbbdTTUvRfbffbTZXTzFZZjfjjYjjVi`@@","CCCC(=O)C1=C(C(=C(C(C1=O)(C)C)O)CC2=C(C(C(=O)C(=C2O)C(=O)CCC)(C)C)O)O","Nat-UV","460.521","2.6464","8","4","149.2","8"
"161NatUV","fko@H@@RuYIU{rJJJQQQVjJJZZIQbjmZZjfjfZjef@@","CC(=O)C1=C(C(=C(C(C1=O)(C)C)O)CC2=C(C(C(=O)C(=C2O)C(=O)C)(C)C)O)O","Nat-UV","404.414","0.8288","8","4","149.2","4"
"162NatUV","ehTPA@@@IMKBfmclbbbdTTUvRfbffRfvXTzFZZjfjhH`jZi@@@","CCCC(=O)C1=C(C(=C(C(C1=O)(C)C)O)CC2=C(C(=C(C(=C2O)C)OC)C(=O)CCC)O)O","Nat-UV","460.521","3.389","8","4","141.36","9"
"163NatUV","eo`PA@@@IMKDbielbbbdTTUjbbffRfvXTjZZZjfjBHJfjP@@","CCCC(=O)C1=C(C(=C(C(=C1O)CC2=C(C(C(=O)C(=C2O)C(=O)C)(C)C)O)O)C)OC","Nat-UV","432.467","2.4802","8","4","141.36","7"
"166NatUV","e`XPA@@@IMKBfmclbbbdTTUvRfbfbreSBgPsSUTuUADEST`@@","CCCC(=O)C1=C(C(=C(C=C1O)OC)CC2=C(C(C(=O)C(=C2O)C(=O)CCC)(C)C)O)O","Nat-UV","446.494","3.0451","8","4","141.36","9"
"169NatUV","feg@p@@TDZJ\bbTVbfbrRbaVaJV]DkSUUUUMLuTQbeKIt@@","O=C1C=C2C(C)C[C@H]3[C@H](C(C(O3)=C)=C)[C@H](OC(CC(C)C)=O)[C@@H](O)C1O2","Nat-UV","362.42","2.0765","6","1","82.06","4"
"16NatUV","eFHBL@","CO","Nat-UV","32.0418","-0.3558","1","1","20.23","0"
"170NatUV","eg`PA@@@JACKLbflbbTVbbTVRRbbcVaECgfPsSUUUUTsSMUDLJRNKr@@","O=C1C=C2C(C)C[C@H]3[C@H](C(C(O3)=C)=C)[C@H](OC(CC(C)C)=O)[C@@H](OOC(C)=O)C1O2","Nat-UV","420.456","2.5386","8","0","97.36","7"
"171NatUV","fi{AP@@TDZJSKOMsjmsdiYt\mMUUUUSSUDXiRr]@@","O=C1C=C2C(C)C[C@H]3[C@H](C(C(O3)=C)=C)[C@H](OCC(C)CC)[C@@H](O)C1O2","Nat-UV","348.437","2.4261","5","1","64.99","4"
"172NatUV","fakAP@@TDZJSKOMsjmrRegQrtuUUUUMMQFJTlgP@","O=C1C=C2C(C)C[C@H]3[C@H](C(C(O3)=C)=C)[C@H](OCC(C)C)[C@@H](O)C1O2","Nat-UV","334.41","1.9717","5","1","64.99","3"
"173NatUV","fmwAp@@HUzNQyEDhleEDhiiiUhQ`XijuMUUURuSUSBQdDiKTC@@","O=C1C=C2[C@]([H])(C)C[C@@H](OC3=O)[C@H](C3=C)[C@H](OC(CC(C)C)=O)[C@@H](O)[C@@]1(C)O2","Nat-UV","378.419","1.3284","7","1","99.13","4"
"174NatUV","fmwAp@@HUzNQyEDhleEDhiiiUhQ`XijuMUUURuSUSBQdDiSTC@@","O=C1C=C2[C@](C)([H])C[C@@H](OC3=O)[C@H](C3=C)[C@H](OC(CC(C)C)=O)[C@@H](O)[C@@]1(C)O2","Nat-UV","378.419","1.3284","7","1","99.13","4"
"175NatUV","ef]PF@@@Emk`T\bbdRebTJTfbqbbrRbfg@ae`TQSRqpLKUUUUUUUUUUSUMT@@@","CC1(C)C2CC=C3C(CCC4(C)C3(C)CCC4C5CC(C6C(C)(C)O6)OC5OOC(C)=O)C2(C)CCC1=O","Nat-UV","528.727","5.6565","6","0","74.36","5"
"176NatUV","ed^PB@@@EmglbbdRebTJTfbqbbJfg@ae`TQSRqswsUUUUUUUUUUTuRaDDRb|TTJgTFatnP@","CC1(C)O[C@H]1[C@H]1C[C@@H]([C@@H]2CC[C@]3(C)C4=CC[C@H]5C(C)(C)C(=O)CC[C@]5(C)[C@H]4CC[C@@]23C)[C@H](O)O1","Nat-UV","470.691","5.1944","4","1","59.06","2"
"177NatUV","el^PJ@@@Emg`\bbdRebTJTfbqbbJfdxDLlBbJZVNZjjjjjjjjjjijTH`bTWbbaTz`tNer@@","C[C@@]12CC[C@H]3C(=CC[C@@H]4[C@@]3(CCC(=O)C4(C)C)C)[C@]1(CC[C@H]2[C@@H]5C[C@@H](O[C@H]5O)[C@@H](C(C)(C)O)O)C","Nat-UV","488.706","4.608","5","3","86.99","3"
"178NatUV","elQPN@@@OBncgh\bbTbQbTrbRdLtQftrhDLlRjJZvNaQZZjjjjjfjiZZjiJHIEDXkHDjhtih@@","CC(=O)O[C@@H]1C[C@@H]2[C@](C=CC(=O)C2(C)C)([C@@H]3[C@@]1([C@]45[C@H](O4)C(=O)O[C@H]([C@@]5(CC3)C)C6=COC=C6)C)C","Nat-UV","482.571","2.8838","7","0","95.34","3"
"179NatUV","e`ZPF@@@OLimglbbTbQbTrbtebTvfU@aebQVUPtswsSUUUMUUUKSUTIQAHhkHDbiTfh@@","CC1(C)C(=O)C=C[C@]2(C)[C@H]3CC[C@@]4(C)[C@H](c5ccoc5)OC(=O)[C@H]5O[C@]54[C@]3(C)C(=O)C[C@@H]12","Nat-UV","438.518","2.5429","6","0","86.11","1"
"17NatUV","gGQ`@ZdruT@@","C(C(CO)O)O","Nat-UV","92.0935","-1.4436","3","3","60.69","2"
"180NatUV","enSPI@@@CHjam`TZ\bbTbQbbfRbTRd\tQftrhDl\JfFV~AiYZZjjjjijijjVfjhPRRRqNQISQYWP@","CC(=O)O[C@H]1[C@H]([C@@]2(C(CC[C@@]3([C@]24[C@H](O4)C(=O)O[C@H]3C5=COC=C5)C)[C@@]6(C1C(C(=O)C=C6)(C)C)C)C)OC(=O)C","Nat-UV","540.607","2.5163","9","0","121.64","5"
"181NatUV","fluAP@@HuyJSJvjnutYIQkMR@EUUQ@@@","O=C1C=CC2=C(C=C(OC(C(C)(CO)O)C3)C3=C2)O1","Nat-UV","262.26","0.9344","5","2","75.99","2"
"182NatUV","em_PG@@@NI@hnkgo`XZYU\bbbTTVabTRRTQbRRTqTtrXdTLJfFVYyZAbH`jBjJjjjjj`hQIMPYKIFDqe\h@","C[C@@H]1[C@H]([C@@H]([C@@H](C(O1)O[C@@H]2[C@H]([C@@H]([C@H](OC2C3=C(C=C4C(=C3O)C(=O)C=C(O4)C5=CC=C(C=C5)OC)OC)CO)O)O)O)O)O","Nat-UV","606.575","-0.437","14","7","214.06","7"
"183NatUV","ecPpO@@@NI@hnkgo`XZYU]\bbbTTVabTRRTQbRRTqTtrSDbaaTprsOKPLQDEPUQUUUUUUASEbFRrNSJyP@","COC1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)[C@H]4C([C@H]([C@@H](C(O4)CO)O)O)O[C@H]5C([C@H]([C@@H](C(O5)CO)O)O)O)O","Nat-UV","622.574","-1.3637","15","8","234.29","8"
"184NatUV","ehRPE@@@NI@hnckgolbbbTTVabTRRTQfRVXdTLJfFVZAbH`jBjJjjBHRSTFRr@@","O[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)OC1C2=C(OC)C=C3C(C(C=C(C4=CC=C(OC)C=C4)O3)=O)=C2O","Nat-UV","460.434","0.4734","10","5","155.14","5"
"185NatUV","ei[PG@@@NI@hfckgo`\^Q\bbbTTVabTRrbtRRRcTTrXdTLJFzfIiZAbH`jBhjjjjjhJDRUTzTrabLIUJ@@","C[C@@H]1[C@@H](O)[C@H](O)[C@H](O)C(O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)OC2C3=C(O)C=C4C(C(C=C(C5=CC=C(O)C=C5)O4)=O)=C3O)O1","Nat-UV","578.521","-0.9884","14","9","236.06","5"
"186NatUV","eeWPO@@@NIHdbichRZV^QYTfYYgmefWYY{[UucaPsiy[zyEhFHb`jhJjbjjjhJ@@@","C1=CC(=CC=C1C2=CC(=O)C3=C(C(=C(C(=C3O2)C4C(C(C(C(O4)CO)O)O)O)O)C5C(C(C(C(O5)CO)O)O)O)O)O","Nat-UV","594.52","-2.4917","15","11","267.29","5"
"187NatUV","edZPM@@@NICDligo`X\bbbTTVfTRTRrTQfRSGBecVrqsPLQQAUAUEUTD@@@","COC1=C(C(=C2C(=O)C=C(OC2=C1OC)C3=CC=C(C=C3)O)O)C4C(C(C(C(O4)CO)O)O)O","Nat-UV","476.433","0.1277","11","6","175.37","5"
