"ID","Structure of SMILES [idcode]","SMILES","DB","Total Molweight","cLogP","H-Acceptors","H-Donors","Polar Surface Area","Rotatable Bonds"
"LANaPDB12743","fmwAP@@Z\N^QQQQQIQIJkJSRlExIVmLuMSUUTuUcrCLh@","COC(=O)[C@]1(C)CCC[C@@H]2CC3=C(C=C[C@@H]21)C(=O)C(C(C)C)=C(OC)C3=O","LANaPDB","372.459","3.145","5","0","69.67","4"
"LANaPDB12744","fa{A`@@H[dTRdtVdVebRtTYwluKUjjjjjjjjkfIQBViyEUT@","COC(=O)[C@]1(C)CCC[C@]2(C)[C@@H]1CC[C@@]13C[C@H](CC[C@H]12)[C@](C)(O)C3","LANaPDB","334.498","3.7482","3","1","46.53","2"
"LANaPDB12745","fewA`@@HKdTRdtVdVeTTVrTYp\ujujjjjfjjfjfXeDIATYV@@","C=C1C[C@@]23CC[C@@H]4[C@](C)(C(=O)OC)CCC[C@@]4(C)C2=C[C@@H](OCC)[C@H]1C3","LANaPDB","358.52","4.423","3","0","35.53","4"
"LANaPDB12746","fa{A`@@U[dTTbbbvdjtfeYqQmVcejjjjjjfjkbEbDWEJVPT@","COC(=O)[C@]1(C)CCC[C@]2(C)[C@@H]1CC[C@@]13C[C@H](CC[C@@H]21)[C@@H](C)C3=O","LANaPDB","332.482","3.8632","3","0","43.37","2"
"LANaPDB12747","fa{A`@@HKdTRdtVdVebTQTYwlmjujjjjjjjjifIQBViyMP@","COC(=O)[C@]1(C)CCC[C@]2(C)[C@@H]1CC[C@@]13C[C@H](CC[C@@H]21)C(C)C3O","LANaPDB","334.498","3.7195","3","1","46.53","2"
"LANaPDB12748","ebQPB@@@EO`\bbbdRQfTLRdJttTTRKDcgfQPtutKSUSUUUUUUSUTuHqIHXoIENiLee]@@","COC(=O)[C@]12CC[C@@H](C)[C@H](C)[C@H]1C1=CC[C@@H]3[C@@]4(C)C=C(C=O)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2","LANaPDB","494.713","5.5995","4","0","60.44","3"
"LANaPDB12749","ebQPB@@@MO`\bbdTTNbtLRdJttTTRHdcgfQPtutKUUTuUUUUUSUTuHQIDXoIENiLee]@@","COC(=O)[C@]12CC[C@@H](C)[C@H](C)[C@H]1C1=CC[C@@H]3[C@@]4(C)CC(C=O)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2","LANaPDB","496.729","5.704","4","0","60.44","3"
"LANaPDB12750","elRPN@@@DJGF`X\bbTbftbfatRbcVTVf|BjFZjjjjjjZjjfi@@@","CCC(C)(O)C(=O)OC1C(OC(C)=O)CC2(C)C(CCC(C)CC(=O)OC)C(C)=CCC2C1(C)C","LANaPDB","494.666","5.0679","7","1","99.13","12"
"LANaPDB12751","e`XPF@@@DJGKglbbTbftbfcbTJrbtw`QUSUUUUUUUUTuH@@","CCC(C)(O)C(=O)OC1C(O)CC2(C)C(CCC(C)CC(=O)OC)C(C)=CCC2C1(C)C","LANaPDB","452.629","4.5833","6","2","93.06","10"
"LANaPDB12752","fik@P@@HzOHhehlhhiEdYDgQrUjjjfjjjjfTTiiNfTV@@","COC(=O)C[C@@H](C)CC[C@H]1C(C)=CC[C@H]2C(C)(C)[C@H](O)[C@H](O)C[C@]12C","LANaPDB","352.513","3.8311","4","2","66.76","6"
"LANaPDB12753","el^PB@@@DHT\bbTfbRbJbbTjtfVdRTlt\BJFfn^ZjjijjjjjjjjjdpUBl`TJgRfer^`@","COC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)C[C@@H](O)[C@@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2","LANaPDB","486.734","5.6401","4","2","66.76","2"
"LANaPDB12754","edVPL@@@KglbbdRebTLRdJttTTRO@aedRSWVwsUUUUUUUUTuUMRDPQJJr^Rj]HY[P@","COC(=O)[C@]12CC[C@@H](C)[C@H](C)[C@H]1C1=CC[C@@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2","LANaPDB","468.719","6.5737","3","0","43.37","2"
"LANaPDB12755","fmw@P@@HbwHheIhmHmBdehhUF]{MVjjjjjZfijYbT`iiNUT@","C=C[C@]1(C)C=C2[C@H](OC(C)=O)C[C@H]3[C@](C)(C(=O)OC)CCC[C@]3(C)[C@H]2CC1","LANaPDB","374.519","4.3924","4","0","52.6","5"
"LANaPDB12756","fakA`@@HcdTRdtVdVaRvbTYwleZjjjjijfifIRBfdyEP@","C=C[C@]1(C)C=C2[C@H](O)C[C@H]3[C@](C)(C(=O)OC)CCC[C@]3(C)[C@H]2CC1","LANaPDB","332.482","3.9078","3","1","46.53","3"
"LANaPDB12757","enSPI@@@DKEmk`RZ\bbVTTbTUfRdrrVTRdVeHhdL|BrJFf~QZfjjjjjjjjjijjhqa\JRNPIIHjCJYGIz_P@","COC(=O)[C@@]1(O)C[C@@H](C)O[C@H]1O[C@@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@]4(C)[C@@H](C5=CC(=O)OC5)CC[C@]34O)[C@@]2(C)C[C@H]1O","LANaPDB","548.67","1.9717","9","3","131.75","5"
"LANaPDB12758","fnk@`@@HrJIRZKRKRjIEQgArTmVjjjjZjfjibTPdEE`@","C=C1C[C@@]23CC[C@@H]4[C@](C)(C(=O)OC)CCC[C@@]4(C)C2=CC[C@H]1C3","LANaPDB","314.467","4.4409","2","0","26.3","2"
"LANaPDB12759","fleA`@@HmdTRabRfdTrcARuMUUUUQFRTtcP@","C=C(C(=O)OC)[C@@H]1CC[C@@]2(C)CCC[C@@](C)(O)[C@@H]2C1","LANaPDB","266.379","3.055","3","1","46.53","3"
"LANaPDB12760","fi{@P@@HUwHheIhhhbhTUDc^l{hvjijjjjZZjXcIrFWd@","COC(=O)[C@]12C(C)=CCC[C@@H]1[C@@](C)(CCc1ccoc1)[C@H](C)C[C@@H]2O","LANaPDB","346.465","3.6783","4","1","59.67","5"
"LANaPDB12761","edVPL@@@DH\bbTfbRbaTVTJtfVdrefcdQPtussUUUMUUUUUUUUJXJaRJrNRJESiSQy@@","COC(=O)[C@]12CC[C@@H](C)[C@H](C)[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2","LANaPDB","470.735","6.43","3","1","46.53","2"
"LANaPDB12762","eghPH@@@LbbRfTRrTtRLVTTUGDfcgdVUUMUUUUUUUUPgBdVblgbbQTFP@","CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4CC(O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C","LANaPDB","414.715","7.8552","1","1","20.23","6"
"LANaPDB12763","fbmAP@@HDZNQQISQIPiZRgEV]yjP`hjjb`z@@","COc1c2c(cc3ccc(=O)oc13)C[C@@H](C(C)(C)O)O2","LANaPDB","276.287","1.7911","5","1","64.99","2"
"LANaPDB12764","fmwAp@@\e[OUyEEDhhdhmLllhTiuQsVtCDUDEAQPPHT`","COc1cc(OC)c(C(=O)/C=C/c2ccc3c(c2)OCO3)c(OC)c1OC","LANaPDB","372.372","3.1352","7","0","72.45","7"
"LANaPDB12765","edVPD@@@GldTtbTlRabTaVfbfTpdecbVWPruuUUUUUUUUUSUUJPJbRKQNPJYIiCRY@@","C=C(C)[C@@H]1CC[C@]2(COC)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12","LANaPDB","470.779","7.576","2","0","18.46","4"
"LANaPDB12766","fmoAp@@\eYOUyEEDhhdhYdddiTrRgEGM[PTQTAPUEPTFH@","CCOc1c(OC)cc2c(c1OC)C(=O)C[C@@H](c1ccc3c(c1)OCO3)O2","LANaPDB","372.372","3.5005","7","0","72.45","5"
"LANaPDB12767","fk@H@@\eYNYkrJJIQQIPsIQYIEIdeNjMhFHj@jBbj`@@","COc1cc(OC)c(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1OC","LANaPDB","402.398","2.9528","8","0","81.68","7"
"LANaPDB12768","ek`PB@@@LKMldTbedrRfRtfVdqpxL\RrzFjjjfjjjjjjh@@","COCC1(C2COC(C)(C)O2)C=C2CCC3C(C)(C)C(OC)CCC3(C)C2CC1","LANaPDB","406.604","4.2365","4","0","36.92","4"
"LANaPDB12769","fewAP@@Dmf^QQQQJIYQJUIJYd`qJvoViZjfjjjfj@@","COC1=C(C(C)C)C(=O)C2=C(CC3CCCC4(C)C(=O)OC(C2)C34)C1=O","LANaPDB","358.432","2.5701","5","0","69.67","2"
"LANaPDB12770","fco@P@@U{OIEMHeKDhTmEDdlJUgQSUUUUTuUUUT@@","COCC(OC)C1(COC)C=C2CCC3C(C)(C)C(OC)CCC3(C)C2CC1","LANaPDB","394.593","3.7781","4","0","36.92","7"
"LANaPDB12771","fegAp@@\eYKYyEEDhhdhYdeeBeNKt\v`XbhB`hhHDJP","COc1cc(O)c(C(=O)/C=C/c2ccc3c(c2)OCO3)c(OC)c1OC","LANaPDB","358.345","2.8595","7","1","83.45","6"
"LANaPDB12772","fg@H@@HTELswrJIQYJJIJZJHpqHdYDkTuMUULtsUTPdYAHtpIsM`","C=C1C(=O)O[C@@H]2/C=C(/C)[C@@H](OC(C)=O)C/C=C(\C)C[C@@H](OC(=O)/C(=C/CO)CO)[C@@H]12","LANaPDB","420.456","2.5185","8","2","119.36","7"
"LANaPDB12773","feg@p@@Hud\|bbTVTTTTUtLRQFF}XKTuUSUKMUUPdYNPRThE`","C=C1C[C@@H](OC(=O)/C(=C/CO)CO)[C@H]2C(=C)C(=O)O[C@@H]2[C@H]2C(C)=CC[C@@H]12","LANaPDB","360.405","1.5871","6","2","93.06","5"
"LANaPDB12774","dklL@@D|bbbRdQ[hBBjbJH@","Cc1ccc(C(C)(O)CO)c(O)c1","LANaPDB","182.218","1.007","3","3","60.69","2"
"LANaPDB12775","ffcAP@@HDYvQQISQIQIIJrgEVCEjP`hjijD@@","COc1c2ccoc2c(OCC=C(C)C)c2oc(=O)ccc12","LANaPDB","300.309","3.4783","5","0","57.9","4"
"LANaPDB12776","fbu@P@@\M{HhheDleDdcKR\m@pQAP@@aR@","COc1cc(C(=O)/C=C/c2ccccc2)c(O)cc1O","LANaPDB","270.283","2.5424","4","2","66.76","4"
"LANaPDB12777","fb}aP@L@UhN\dTRVbTRReQJ\eZJ\tB@TEQTD@@","COc1c2ccoc2nc2c(OC)c3c(cc12)OCO3","LANaPDB","273.243","2.6815","6","0","62.95","2"
"LANaPDB12778","fmwAP@@\dF^QQQJJKPqIIIFHlxhvVmAQDPTDeUAAb@@","COc1ccc([C@@H]2CC(=O)c3c(O)cc(OC)c(CC=C(C)C)c3O2)cc1","LANaPDB","368.428","4.7296","5","1","64.99","5"
"LANaPDB12779","edVPB@@@Aih\bbdRebTJTfbvTfVdw@ae`TQSUssUUUSUUUUUUUUBDPQ^RIEIj]Qy@@","CC1(C)O[C@](C)([C@H]2[C@@H](O)C[C@@]3(C)C4=C(CC[C@]23C)[C@@]2(C)CCC(=O)C(C)(C)[C@@H]2CC4)CC[C@@H]1O","LANaPDB","472.707","5.1728","4","2","66.76","1"
"LANaPDB12780","ed^PB@@@Aih\bbdRebTJTfbvTfVdw@bfae`TQSUssUUUUUUUUUUUURaDDRdlgdbQRZgT^P@","CC1(C)O[C@](C)([C@H]2[C@@H](O)C[C@@]3(C)[C@@H]4CC[C@H]5C(C)(C)C(=O)CC[C@@]56C[C@@]46CC[C@]23C)CC[C@@H]1O","LANaPDB","472.707","4.8027","4","2","66.76","1"
"LANaPDB12781","dcL@@Dj{ZTUZijfQER@","C=C[C@]1(C)CCC=C[C@H]1C(=C)C","LANaPDB","162.275","3.7909","0","0","0","2"
"LANaPDB12782","fe{@p@@HUyH|bbTVRbbTVfafQFQJuMSUUSLuTPbYASRpJsUP","C=C1C(=O)O[C@H]2/C=C(\C)CC/C=C(\CO)[C@@H](O)[C@H](OC(=O)/C(C)=C\C)[C@@H]12","LANaPDB","362.42","2.9606","6","2","93.06","4"
"LANaPDB12783","fe{@p@@HTxkTfV]Yn]n~rLBejZfjjfZZhaDrBfe`UFZ`","C=C1C(=O)O[C@H]2/C=C(\C)CC/C=C(\CO)[C@@H](OC(=O)/C(C)=C\C)[C@H](O)[C@@H]12","LANaPDB","362.42","2.9606","6","2","93.06","4"
"LANaPDB12784","fe{@p@@HTxkTfV]Yn]n~rLBejZfjjfZjhaDrBfd`UE@","C=C1C(=O)O[C@H]2/C=C(\C)CC/C=C(/CO)[C@@H](OC(=O)C(C)CC)[C@H](O)[C@@H]12","LANaPDB","364.436","2.8247","6","2","93.06","5"
"LANaPDB12785","ej]PA@@@DKEmg`X\bbVTTbTUfRdrrRRbtQHhdL|BrJFfNnQqZfjjjjjjjjjjjjkFEpiHy@ddbhLid]Ki|lX@@","C[C@@H]1C[C@@H](O)[C@]2(O)O[C@@H]3C[C@@]4(C)[C@@H](CC[C@@H]5[C@@H]4CC[C@]4(C)[C@@H](C6=CC(=O)OC6)CC[C@]54O)C[C@H]3O[C@@H]2O1","LANaPDB","518.644","1.9262","8","3","114.68","1"
"LANaPDB12786","feg@`@@HrJIJIQJJIQHkZRTWkQmSUTES@qTVBQbTlD`qX","C/C1=C\[C@@H]2[C@H]([C@H](OC(=O)/C=C/c3ccccc3)C/C(C)=C/CC1)C2(C)C","LANaPDB","350.5","6.7676","2","0","26.3","4"
"LANaPDB12787","fegA`@@HKdTRbbRbVbTQVTT{QfcZ`hJbiijblDWHZHcE`","COc1ccc(C(=O)O[C@H]2C/C(C)=C/CC/C(C)=C/[C@H]3[C@@H]2C3(C)C)cc1","LANaPDB","354.488","6.3684","3","0","35.53","4"
"LANaPDB12788","flu@P@@HUEIegV[gbLtXJVijjjijVDcDIRVhZ@@","C=C1C(=O)O[C@@H]2C[C@@H](C)[C@@H]3C=CC(=O)[C@@]3(C)[C@@H](O)[C@H]12","LANaPDB","262.304","0.902","4","1","63.6","0"
"LANaPDB12789","foo@@@DiUUUUUUUUUjjjjjjjjjj@@","CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC","LANaPDB","436.849","14.155","0","0","0","28"
"LANaPDB12790","em_PO@@@NIOLjnigo`TZYU\bbbTTVLRRTtrTRfrJbTTrXxTLbJVNYyZBbHBBbjjjjjjj`kQaIIiCQYGJEXheLsf@@","COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O","LANaPDB","610.563","-0.814","15","8","234.29","7"
"LANaPDB12791","em[PC@@@DNOHlfkh\^YRaHSHRDaDaDaHQHRDRBKHQDaHJDEHdLzfAiZ``hjfjjBfAfJfH@@@","CC(=O)Oc1cc(C)c2c(c1)C(OC(C)=O)c1c(OC(C)=O)c(OC(C)=O)c(C(C)C)c(OC(C)=O)c1C(OC(C)=O)C2","LANaPDB","598.599","5.1462","12","0","157.8","13"
"LANaPDB12792","fg@H@@Dyiu^grJJQSYQJIQPpjZ[Qst[UUUTuUMUST@@","CCC(C)C(=O)OC1C(C)CC2OC(=O)C(C)C2CCC(C)(O)C(=O)C1OC(C)=O","LANaPDB","426.504","2.0779","8","1","116.2","6"
"LANaPDB12793","fg@H@@DyiwYwrJJQSYQJIQSQPjIqsM[UUUTuUTuTt@@","CCC(C)C(=O)OC1C(=O)C(C)(O)CCC2C(CC(C)C1OC(C)=O)OC(=O)C2C","LANaPDB","426.504","2.0779","8","1","116.2","6"
"LANaPDB12794","dcLD@@uIfV[[fjji`@","CC(C)C1C(=O)CCC(=O)C1C","LANaPDB","168.235","1.8465","2","0","34.14","1"
"LANaPDB12795","flu@P@@HuGHheDmEEECBTMYwfjjjjjj`@@","CC1CCC2C1C1OC(=O)C(C)C1C(O)CC2(C)O","LANaPDB","268.352","1.0264","4","2","66.76","0"
"LANaPDB12796","fi{@p@@TMEH|bbTbvbbrRbabIRsheZZjjjijij@@","CC(C)C(=O)OC1CC2(C)OC(=CC2=O)C(C)CC2OC(=O)C(C)C12","LANaPDB","350.409","1.922","6","0","78.9","3"
"LANaPDB12797","fbuAP@@HE[NQQISRJZXzHeG^Zjjjjjj@@","CC(CO)C1CCC(C)C2(CCC(=O)O2)C(C)(O)C1O","LANaPDB","286.366","0.5557","5","3","86.99","2"
"LANaPDB12798","fiwAP@@H\wnQQJIIQSIHkQQDiHsoQSt[TDEEUUSTUHHhh@","O=C1O[C@@H](C2CCOC2)c2c1ccc1c2C[C@@H](C2CCOC2=O)CC1","LANaPDB","342.39","2.0842","5","0","61.83","2"
"LANaPDB12799","ejUPN@@@JLfehR\bbTbrTRVTRbbfJbNRfXDl|rJFv^~aQZZjjjjiZejjejjTpcDDed\WbR`r^gr@@","C=C1C(=O)O[C@@H]2C[C@@]3(C)C=CC(=O)[C@@H](CC[C@@]4(O)C(=O)C=C[C@]5(C)C[C@H]6OC(=O)C(=C)[C@H]6C[C@H]54)[C@@H]3C[C@H]12","LANaPDB","506.593","2.6164","7","1","106.97","3"
"LANaPDB12800","do|J@@hUMIYgeWzVBBJj@@","COc1cc(C=O)c(O)c(OC)c1OC","LANaPDB","212.2","1.0372","5","1","64.99","4"
"LANaPDB12801","fmwAP@@HKv^QQKIJQQSRIZEVDhzNZmSUUUUTuMTpRdePr]Lh@","CC(=O)O[C@@H]1C[C@@]2(C)C(C)=C[C@H](O)C[C@@H]2[C@@](C)(CCC2=CC(=O)OC2)[C@@H]1C","LANaPDB","376.491","3.2044","5","1","72.83","5"
"LANaPDB12802","feo@p@@H\gH|bbTRTRRTvbjbQFRMXNRcfuMUUTsTtuT@@","CC1C2=C(CC3OC(=O)C4=CCCC1C43CO)C(=O)OC2c1ccoc1","LANaPDB","356.373","1.0381","6","1","85.97","2"
"LANaPDB12803","fig@P@@V|GIEEEEEMDddjcFBdxL\mhJH`bhJFbDHPh@","C=C(C)C1Cc2c(cc(OC)c3c2O[C@H](c2ccccc2)C[C@H]3O)O1","LANaPDB","338.402","4.3734","4","1","47.92","3"
"LANaPDB12804","flu@P@@HmxhRDRDqHaDaH`RLMEpVijjfjjZDSIqJTT@","C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@@]1(O)C=CC(=O)[C@@]21C","LANaPDB","262.304","0.9307","4","1","63.6","0"
"LANaPDB12805","ehTPI@@@DE@dickolbbTVRbbRfbbLLRJtHXbJZfijjiffZjZbBHqADYLAGJZ`","C=C1C(=O)O[C@@H]2/C=C(/C)[C@@H](OC(C)=O)C/C=C(\C)C[C@@H](OC(=O)/C(=C/CO)COC(C)=O)[C@@H]12","LANaPDB","462.493","3.0031","9","1","125.43","9"
"LANaPDB12806","fbm@P@@HD[HhdihdiddYSbk^BuHPTUMP`@@","CC(C)=CCOc1c2occc2cc2ccc(=O)oc12","LANaPDB","270.283","3.5483","4","0","48.67","3"
"LANaPDB12807","edVPB@@@AiolbbdRebTJTfbvTfVtg@ae`TQSQusUUUSUUUUUUUUBDPQ^RIEIj]Hz@@","CC(C)(O)[C@@H]1CC[C@](C)([C@H]2[C@@H](O)C[C@@]3(C)C4=C(CC[C@]23C)[C@@]2(C)CCC(=O)C(C)(C)[C@@H]2CC4)O1","LANaPDB","472.707","5.1981","4","2","66.76","2"
"LANaPDB12808","edVPB@@@AiolbbdRebTJTfbvTfVtg@ae`TQSQusUUUSUUUUUUUUBDPQ^RIEIj]Py@@","CC(C)(O)[C@H]1CC[C@@](C)([C@H]2[C@@H](O)C[C@@]3(C)C4=C(CC[C@]23C)[C@@]2(C)CCC(=O)C(C)(C)[C@@H]2CC4)O1","LANaPDB","472.707","5.1981","4","2","66.76","2"
"LANaPDB12809","edVPB@@@E@h\dTbbadtbeblJTfVdqGEdQUPtusuUUUUUUMUUUUU@@@","CC(C)(O)C1CCC(C)(C2C(O)CC3(C)C4=C(CCC23C)C2(C)CCC(O)C(C)(C)C2CC4)O1","LANaPDB","474.723","5.0544","4","3","69.92","2"
"LANaPDB12810","flu@P@@HTEIegV[^bL}DLVijZjZj`@@","C=C1C(=O)OC2C=C(C)C=CC3OC3(C)CC(O)C12","LANaPDB","262.304","1.4785","4","1","59.06","0"
"LANaPDB12811","fdeA`@@H|drsjsmDXhs`mSUSUUUPbXeHrl`@","C=C1C[C@@H]2OC(=O)C(=C)[C@H]2C[C@@H]2[C@@H]1CC[C@@]2(C)O","LANaPDB","248.321","1.8261","3","1","46.53","0"
"LANaPDB12812","eg`PI@@@NICHdnimlbbbTTVabRbrTQRsGBeaPsPLQPEPUEUP@@@","COc1cc(-c2cc(=O)c3c(O)cc(OC)c(OC)c3o2)c(OC)c(OC)c1OC","LANaPDB","418.397","2.6071","9","1","101.91","7"
"LANaPDB12813","ehZPL@@@AglbbdRebTJTfbvTRvdxDLlBbJZvNZjjjZjjjjjjjaBHHoIDbduNil`@","C[C@@H]1CC[C@H](C(C)(C)O)O[C@H]2C[C@@]3(C)C4=C(CC[C@]3(C)[C@H]21)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC4","LANaPDB","456.708","6.0215","3","1","46.53","1"
"LANaPDB12814","fbe@P@@HBgHheECDhebiisUPPLUL@@@","C=C(COC(C)=O)c1ccc(C)cc1OC(=O)C(C)C","LANaPDB","276.331","3.1441","4","0","52.6","7"
"LANaPDB12815","fmgAp@@HmEM^yEDhhXdiETdhiYhugMU@PUUTsTTED@@","CC(=O)OCC1(c2ccc(COC(=O)C(C)C)cc2OC(=O)C(C)C)CO1","LANaPDB","378.419","2.5481","7","0","91.43","11"
"LANaPDB12816","fjmAP@@HmGNQQJJFIJQWJZMYsUPDEUSEAQ@@","CC(=O)OCC1(c2ccc(C)cc2OC(=O)C(C)C)CO1","LANaPDB","292.33","2.332","5","0","65.13","7"
"LANaPDB12817","f`a@`@@HrJIQPqIQZLuTAAT@@@","Cc1ccc(C(C)C)c(OC(=O)C(C)C)c1","LANaPDB","220.311","3.8499","2","0","26.3","4"
"LANaPDB12818","ff}@p@@HmEI\bbTTLRTbjVfcV\uTAAUULTED@@","CC(=O)OCC1(c2ccc(CO)cc2OC(=O)C(C)C)CO1","LANaPDB","308.329","1.3908","6","1","85.36","8"
"LANaPDB12819","fncAP@@HmGNQQJJFIJQMJZZMYsUPDEUSTTED@@","CC(C)C(=O)OCc1ccc(C2(C)CO2)c(OC(=O)C(C)C)c1","LANaPDB","320.384","2.9902","5","0","65.13","8"
"LANaPDB12820","fbmAP@@He[NQQJIZQZPiHeCNBejZjjjijHQ\Rhy@@","CC1=C2CC[C@H](C)[C@@]3(CCC(=O)O3)[C@@](C)(O)[C@@H]2OC1=O","LANaPDB","280.319","0.6408","5","1","72.83","0"
"LANaPDB12821","fb}AP@@HmyNQQJIZQJJSheCQ\ENVijjfjjj@@","CC1=C2CCC3COC4CC(=O)C(C)(C2OC1=O)C34O","LANaPDB","278.303","0.1662","5","1","72.83","0"
"LANaPDB12822","flm@P@@HlgHheDmHeDUbTdhsoAZfjjjij`@@","CC1=C2CCC(C)C34OC(=O)CC3C4(C)C2OC1=O","LANaPDB","262.304","1.0878","4","0","52.6","0"
"LANaPDB12823","flu@P@@HBgHheDleEEiRTUktVijjjjj`@@","CC1=C2CC3(C)C(O)C(O)CC3C(C)CC2OC1=O","LANaPDB","266.336","1.1263","4","2","66.76","0"
"LANaPDB12824","fdeA`@@HBdrrzsODhkWhmSUSUMR`dU@@","CC1=C2C=CC(=O)[C@@]2(C)CC2=C(C)C(=O)O[C@@H]2C1","LANaPDB","244.289","1.9131","3","0","43.37","0"
"LANaPDB12825","ffcAP@@HmfnQQJIZQJJGZHeC^\EjZjjjijh@@","CC(=O)OC1CCC2C(CO)CCC3=C(C)C(=O)OC3C12C","LANaPDB","308.373","1.5363","5","1","72.83","3"
"LANaPDB12826","flu@P@@H}EIeeuf[bTUhJVijjjijbDdhjZP@","CC1=C2C[C@]3(C)C(=O)CC[C@@]3(O)[C@@H](C)C[C@H]2OC1=O","LANaPDB","264.32","1.2987","4","1","63.6","0"
"LANaPDB12827","fbmAP@@He[NQQJIZQZPiHeCNBejZjjjij@@","CC1=C2CCC(C)C3(CCC(=O)O3)C(C)(O)C2OC1=O","LANaPDB","280.319","0.6408","5","1","72.83","0"
"LANaPDB12828","fa{@P@@VcwIEHhhmDiKdYMQdmJ]dmUUUUUUUUP@@","CC1(C)C(O)CCC2(C)C3CCC4(CO)CC3(CCC12)OC4CO","LANaPDB","338.486","1.9593","4","3","69.92","2"
"LANaPDB12829","fle@P@@HmGHheEdeDdUBLUijZfjjZbDSHiZP@","C=C1C(=O)O[C@H]2C=C(CCC(C)=O)[C@@H](C)[C@H](O)C[C@@H]12","LANaPDB","264.32","1.4419","4","1","63.6","3"
"LANaPDB12830","fa{A`@@HKdTRdtVdVebTQTYwlmjujjjjjjjZkfIQBViyQcT@","C=C1[C@H]2CC[C@H]3[C@]4(C)CCC[C@@](C)(C(=O)OC)[C@H]4CC[C@]3(C2)[C@H]1O","LANaPDB","332.482","3.6933","3","1","46.53","2"
"LANaPDB12831","dmtH@@RVYYyZBA`@@","C=C(C)c1ccccc1CO","LANaPDB","148.204","1.9856","1","1","20.23","2"
"LANaPDB12832","fdi@P@@H\GHhmEDhijiISTAAMS@@@","C=C(C)c1c(OC(C)=O)ccc(OC(C)=O)c1C","LANaPDB","248.277","2.9002","4","0","52.6","5"
"LANaPDB12833","few@p@@Hud\|bbTVTTTTUtLRQFF}XOQmSUUMTluMUPdYNPRT`@","C=C1C[C@@H](OC(=O)C2=CC(=O)OC2)[C@H]2C(=C)C(=O)O[C@@H]2[C@H]2C(C)=CC[C@@H]12","LANaPDB","356.373","1.3449","6","0","78.9","3"
"LANaPDB12834","ek`PF@@@DMLailbbTVTTTTUtLRRtHXL|lBfVZfjjZiYjjjj`bLSbBIQ@@","C=C1C[C@@H](OC(=O)C2=CCOC(C)(C)OC2)[C@H]2C(=C)C(=O)O[C@@H]2[C@H]2C(C)=CC[C@@H]12","LANaPDB","400.469","2.5217","6","0","71.06","3"
"LANaPDB12835","fmwAP@@\dGnQQQJJKPqIIIZJLxhvVmAQDPTDcUAAb@@","CC(=O)Oc1cc(O)c2c(c1CC=C(C)C)O[C@H](c1ccccc1)CC2=O","LANaPDB","366.412","4.8563","5","1","72.83","5"
"LANaPDB12836","figAP@@D]d^QQQSQJQJIINPlEjNZeZuKUUMUUSU@@@","CC(C)C1=C(O)C(=O)C2=C(CCC3C4(C)CCCC23COC4=O)C1=O","LANaPDB","344.406","2.149","5","1","80.67","1"
"LANaPDB12837","fnc@p@@Hdhm\bbTRRdRtjrfIRwfjjjjZijbXQER\P@","COC[C@@H]1C(=O)O[C@@H]2[C@H]1CCC(C)=C(CCC(=O)OC)[C@@]2(C)O","LANaPDB","326.387","1.1884","6","1","82.06","6"
"LANaPDB12838","fgas@FTEHL}gADHbLQFQRFYSJQQSQIPiZUOZmjffjfjjjUjlJQiE@@","C=C1C(=O)O[C@H]2[C@H]1CCC(C)=C(CCC(=O)OC)[C@@]2(C)OC(=O)NC(=O)C(Cl)(Cl)Cl","LANaPDB","482.743","3.3758","8","1","108","7"
"LANaPDB12839","fj}AP@@FlgNQQQJQIHiIJ\tISoMUUUUTmT@@","CC(=O)OC1CCC2C(=O)CCC3C(C)C(=O)OC3C12C","LANaPDB","294.346","1.4189","5","0","69.67","2"
"LANaPDB12840","fbm@p@@HUiN\bbTRRbeRVaJRMxKTDCEUMD@@","O=C1OC(C(=O)O)c2c1ccc1c2CC(C(=O)O)CC1","LANaPDB","276.243","0.4216","6","2","100.9","2"
